tên đường,bắt đầu,kết thúc,giá đất ở v1,giá đất ở v2,giá đất ở v3,giá đất ở v4,giá đất thương mai v1,giá đất thương mại v2,giá đất thương mại v3,giá đất thương mại v4,giá đất kinh doanh phi nông nghiệp v1,giá đất kinh doanh phi nông nghiệp v2,giá đất kinh doanh phi nông nghiệp v3,giá đất kinh doanh phi nông nghiệp v4,quận
van ho 3,Đầu đường,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,hai ba trung
van kiep,Đầu đường,Cuối đường,28750,16100,13225,11788,18688,10465,8596,7662,14254,8919,7535,6802,hai ba trung
vinh tuy,Đầu đường,Cuối đường,32200,18032,14812,13202,20930,11721,9628,8581,16291,9775,8227,7412,hai ba trung
vo thi sau,Đầu đường,Cuối đường,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,hai ba trung
vong,Đại học Kinh tế Quốc dân,Đường Giải Phóng,41400,22356,18216,16146,26910,14531,11840,10495,21178,12055,9937,8838,hai ba trung
vu loi,Đầu đường,Cuối đường,54050,28106,22701,19999,35133,18269,14756,12999,27694,14599,11859,10163,hai ba trung
yec xanh,Đầu đường,Cuối đường,54050,28106,22701,19999,35133,18269,14756,12999,27694,14599,11859,10163,hai ba trung
yen bai 1,Đầu đường,Cuối đường,46000,24380,19780,17480,29900,15847,12857,11362,23622,13115,10753,9530,hai ba trung
yen bai 2,Đầu đường,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,hai ba trung
yen lac,Đầu đường,Cuối đường,29900,16744,13754,12259,19435,10884,8940,7968,14866,9184,7718,6985,hai ba trung
yet kieu,Nguyễn Du,Nguyễn Thượng Hiền,82880,40611,32323,28179,53872,26397,21010,18316,38078,17333,13724,11741,hai ba trung
bui xuan phai,Đầu đường,Cuối đường,27600,15732,12972,11592,17112,9754,8043,7187,13847,8716,7412,6679,nam tu liem
cao xuan huy,Đầu đường,Cuối đường,27600,15732,12972,11592,17112,9754,8043,7187,13847,8716,7412,6679,nam tu liem
cau coc,Đầu đường,Cuối đường,12420,8321,7079,6396,7700,5159,4389,3966,5702,3934,3176,2737,nam tu liem
chau van liem,Đầu đường,Cuối đường,32480,18189,14941,13317,20138,11277,9263,8256,16433,9860,8299,7476,nam tu liem
cuong kien,Đầu đường,Cuối đường,21850,12673,10488,9396,13547,7857,6799,5856,10589,7412,6516,5612,nam tu liem
do nha,Đầu đường,Cuối đường,16560,10433,8777,7949,10267,6468,5442,4928,8145,5783,5213,4480,nam tu liem
dinh nghe,Địa bàn quận Nam Từ Liêm,Địa bàn quận Nam Từ Liêm,37120,20416,16704,14848,23014,12658,10356,9206,18898,10927,9202,8216,nam tu liem
khue,Địa bàn quận Nam Từ Liêm,Địa bàn quận Nam Từ Liêm,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,nam tu liem
dai linh,Đầu đường,Cuối đường,21850,12673,10488,9396,13547,7857,6799,5856,10589,7412,6516,5612,nam tu liem
dai lo thang long,Phạm Hùng,Sông Nhuệ,39200,21168,17248,15288,24304,13124,10694,9479,19832,11344,9361,8329,nam tu liem
dai lo thang long,Sông Nhuệ,,28000,15680,12880,11480,17360,9722,7990,7225,14279,8885,7457,6744,nam tu liem
dai lo thang long,Đường 70,Giáp Hoài Đức,21280,12342,10214,9150,13194,7734,6799,5856,10313,7218,6346,5466,nam tu liem
dai mo,Đầu đường,Cuối đường,18400,11224,9384,8464,11408,6959,5983,5248,8960,6354,5734,4928,nam tu liem
dinh thon,Đầu đường,Cuối đường,26450,15077,12432,11109,16399,9347,7708,6888,13033,8309,7168,6354,nam tu liem
do dinh thien,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,nam tu liem
do duc duc,Đầu đường,Cuối đường,27600,15732,12972,11592,17112,9754,8043,7187,13847,8716,7412,6679,nam tu liem
do xuan hop,Đầu đường,Cuối đường,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,nam tu liem
dong me,Đầu đường,Cuối đường,24150,13766,11351,10143,14973,8535,7037,6289,11403,7697,6679,5929,nam tu liem
duong 72,Đường Hữu Hưng,Giáp Hoài Đức,16560,10433,8777,7949,10267,6468,5442,4928,8145,5783,5213,4480,nam tu liem
duong k2,Nguyễn Văn Giáp,Trạm Rada,21850,12673,10488,9396,13547,7857,6799,5856,10589,7412,6516,5612,nam tu liem
noi khuat duy tien - luong the vinh,Khuất Duy Tiến,Lương Thế Vinh,24150,13766,11351,10143,14973,8535,7037,6289,11403,7697,6679,5929,nam tu liem
xuan phuong,Giáp đường Miêu Nha,Ngã tư Canh,12420,8321,7079,6458,7700,5159,4389,4004,5702,3934,3176,2737,nam tu liem
xuan phuong,Ngã tư Canh,,14152,9199,7784,7076,8774,5703,4896,4387,7395,5324,4733,4067,nam tu liem
ham nghi,Đầu đường,Cuối đường,32480,18189,14941,13317,20138,11277,9263,8256,16433,9860,8299,7476,nam tu liem
ho tung mau,Địa bàn quận Nam Từ Liêm,Địa bàn quận Nam Từ Liêm,35840,19712,16128,14336,22221,12221,9999,8888,18246,10550,8885,7933,nam tu liem
hoai thanh,Đầu đường,Cuối đường,27600,15732,12972,11592,17112,9754,8043,7187,13847,8716,7412,6679,nam tu liem
hoang trong mau,Đầu đường,Cuối đường,32200,18032,14812,13202,19964,11180,9183,8185,16291,9775,8227,7412,nam tu liem
hoe thi,Đầu đường,Cuối đường,12420,8321,7079,6396,7700,5159,4389,3966,5702,3934,3176,2737,nam tu liem
huu hung,Đầu đường,Cuối đường,16560,10433,8777,7949,10267,6468,5442,4928,8145,5783,5213,4480,nam tu liem
le duc tho,Địa bàn quận Nam Từ Liêm,Địa bàn quận Nam Từ Liêm,37120,20416,16704,14848,23014,12658,10356,9206,18898,10927,9202,8216,nam tu liem
le quang dao,Đầu đường,Cuối đường,37120,20416,16704,14848,23014,12658,10356,9206,18898,10927,9202,8216,nam tu liem
luong the vinh,Đầu đường,Cuối đường,26450,15077,12432,11109,16399,9347,7708,6888,13033,8309,7168,6354,nam tu liem
luu huu phuoc,Lê Đức Thọ,Ngã tư giao cắt đường khu đô thị Mỹ Đình (tòa nhà Chung cư An Lạc),27600,15732,12972,11592,17112,9754,8043,7187,13847,8716,7412,6679,nam tu liem
me tri,Đầu đường,Cuối đường,33640,18838,15474,13792,20857,11680,9594,8551,17254,10271,8627,7723,nam tu liem
me tri ha,Đầu đường,Cuối đường,25300,14421,11891,10626,15686,8941,7372,6588,12218,7942,6843,6109,nam tu liem
me tri thuong,Đầu đường,Cuối đường,24150,13766,11351,10143,14973,8535,7037,6289,11403,7697,6679,5929,nam tu liem
mieu dam,Đầu đường,Cuối đường,27600,15732,12972,11592,17112,9754,8043,7187,13847,8716,7412,6679,nam tu liem
mieu nha,Đại Lộ Thăng Long,Đường Xuân Phương,16560,10433,8777,7949,10267,6468,5442,4928,8145,5783,5213,4480,nam tu liem
my dinh,Đầu đường,Cuối đường,24150,13766,11351,10143,14973,8535,7037,6289,11403,7697,6679,5929,nam tu liem
ngoc truc,Đầu đường,Cuối đường,12420,8321,7079,6396,7700,5159,4389,3966,5702,3934,3176,2737,nam tu liem
nguyen co thach,Đầu đường,Cuối đường,32480,18189,14941,13317,20138,11277,9263,8256,16433,9860,8299,7476,nam tu liem
nguyen dong chi,Đầu đường,Cuối đường,26450,15077,12432,11109,16399,9347,7708,6888,13033,8309,7168,6354,nam tu liem
nguyen hoang,Đầu đường,Cuối đường,32480,18189,14941,13317,20138,11277,9263,8256,16433,9860,8299,7476,nam tu liem
nguyen trai,Địa bàn quận Nam Từ Liêm,Địa bàn quận Nam Từ Liêm,39200,21168,17248,15288,24304,13124,10694,9479,19832,11344,9361,8329,nam tu liem
nguyen van giap,Hồ Tùng Mậu,Trần Hữu Dực,27600,15732,12972,11592,17112,9754,8043,7187,13847,8716,7412,6679,nam tu liem
nguyen xuan nguyen,Đầu đường,Cuối đường,27600,15732,12972,11592,17112,9754,8043,7187,13847,8716,7412,6679,nam tu liem
nhon,Đầu đường,Cuối đường,21280,12342,10214,9150,13194,7734,6799,5856,10313,7218,6346,5466,nam tu liem
pham hung,Địa bàn quận Nam Từ Liêm,Địa bàn quận Nam Từ Liêm,44800,23744,19264,17024,27776,14721,11944,10555,23006,12772,10472,9281,nam tu liem
phu do,Đầu đường,Cuối đường,18400,11224,9384,8464,11408,6959,5983,5248,8960,6354,5734,4928,nam tu liem
phuc dien,Đường Cầu Diễn (Quốc lộ 32),Đường Phương Canh,21850,12673,10488,9396,13547,7857,6799,5856,10589,7412,6516,5612,nam tu liem
phuc dien,Đường Phương Canh,"Cổng nhà máy, xử lý phế thải",14030,9120,7717,7015,8699,5654,4896,4349,7331,5279,4692,4032,nam tu liem
phung khoang,Nguyễn Trãi,Ao Nhà Thờ,25300,14421,11891,10626,15686,8941,7372,6588,12218,7942,6843,6409,nam tu liem
phung khoang,Ao Nhà Thờ,Lương Thế Vinh,21850,12673,10488,9396,13547,7857,6799,5856,10589,7412,6516,5612,nam tu liem
phung khoang,Ao Nhà Thờ,Trung Văn,18400,11224,9384,8464,11408,6959,5983,5248,8960,6354,5734,4928,nam tu liem
phuong canh,Đường Phúc Diễn,Ngã tư Canh,14030,9120,7717,7015,8699,5654,4896,4349,7331,5279,4692,4032,nam tu liem
quang tien,Đầu đường,Cuối đường,12420,8321,7079,6396,7700,5159,4389,3966,5702,3934,3176,2737,nam tu liem
sa doi,Đầu đường,Cuối đường,21850,12673,10488,9396,13547,7857,6799,5856,10589,7412,6516,5612,nam tu liem
tan my,Đầu đường,Cuối đường,32200,18032,14812,13202,19964,11180,9183,8185,16291,9775,8227,7412,nam tu liem
tay mo,Ngã ba Biển Sắt,Đường Đại lộ Thăng Long,16560,10433,8777,7949,10267,6468,5442,4928,8145,5783,5213,4480,nam tu liem
thi cam,Đầu đường,Cuối đường,12420,8321,7079,6396,7700,5159,4389,3966,5702,3934,3176,2737,nam tu liem
thien hien,Đầu đường,Cuối đường,26450,15077,12432,11109,16399,9347,7708,6888,13033,8309,7168,6354,nam tu liem
to huu,Khuất Duy Tiến,Cầu sông Nhuệ,34800,19140,15660,13920,21576,11867,9709,8630,18076,10599,8874,7969,nam tu liem
to huu,Cầu sông Nhuệ,Giáp quận Hà Đông,27840,15869,13085,11693,17261,9839,8113,7250,13968,8792,7476,6737,nam tu liem
ton that thuyet,Địa bàn quận Nam Từ Liêm,Địa bàn quận Nam Từ Liêm,40600,21924,17864,15834,25172,13593,11076,9817,20540,11750,9695,8627,nam tu liem
tran binh,Địa bàn quận Nam Từ Liêm,Địa bàn quận Nam Từ Liêm,26680,15208,12540,11206,16542,9429,7775,6947,12324,8011,6902,6162,nam tu liem
tran huu duc,Đầu đường,Cuối đường,32480,18189,14941,13317,20138,11277,9263,8256,16433,9860,8299,7476,nam tu liem
tran van can,Đầu đường,Cuối đường,27600,15732,12972,11592,17112,9754,8043,7187,13847,8716,7412,6679,nam tu liem
tran van lai,Đầu đường,Cuối đường,32200,18032,14812,13202,19964,11180,9183,8185,16291,9775,8227,7412,nam tu liem
trinh van bo,Nguyễn Văn Giáp,Chân cầu vượt Xuân Phương,32480,18189,14941,13317,20138,11277,9263,8256,16433,9860,8299,7476,nam tu liem
trung van,Đầu đường,Cuối đường,21850,12673,10488,9396,13547,7857,6799,5856,10589,7412,6516,5612,nam tu liem
tu hoang,Đầu đường,Cuối đường,14030,9120,7717,7015,8699,5654,4896,4349,7331,5279,4692,4032,nam tu liem
vu huu,Địa bàn quận Nam Từ Liêm,Địa bàn quận Nam Từ Liêm,25300,14421,11592,10350,15686,8941,7187,6417,12218,7942,6843,6109,nam tu liem
vu quynh,Đầu đường,Cuối đường,32200,18032,14812,13202,19964,11180,9183,8185,16291,9775,8227,7412,nam tu liem
an trach,Đầu đường,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,dong da
bich cau,Đầu đường,Cuối đường,46000,24380,19780,17480,29900,15847,12857,11362,23622,13115,10753,9530,dong da
cat linh,Đầu đường,Cuối đường,76560,38280,30624,26796,49764,24882,19906,17417,36151,16720,13741,11380,dong da
cau giay,Địa phận quận Đống Đa,Địa phận quận Đống Đa,53360,27747,22411,19743,34684,18036,14567,12833,27114,14387,11667,10106,dong da
cau moi,Số 111 đường Láng,Đầu Cầu Mới,49450,26209,21264,18791,32143,17036,13821,12214,25251,13766,11200,9775,dong da
chua boc,Đầu đường,Cuối đường,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,dong da
chua lang,Đầu đường,Cuối đường,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,dong da
dang tien dong,Đầu đường,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,dong da
dang tran con,Đầu đường,Cuối đường,46000,24380,19780,17480,29900,15847,12857,11362,23622,13115,10753,9530,dong da
dang van ngu,Đầu đường,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,dong da
dao duy anh,Đầu đường,Cuối đường,54050,28106,22701,19999,35133,18269,14756,12999,27694,14599,11859,10163,dong da
doan thi diem,Đầu đường,Cuối đường,48300,25599,20769,18354,31395,16639,13500,11930,24436,13440,10996,9652,dong da
dong cac,Đầu đường,Cuối đường,34800,19140,15660,13920,22620,12441,10179,9048,18076,10599,8874,7969,dong da
dong tac,Đầu đường,Cuối đường,34800,19140,15660,13920,22620,12441,10179,9048,18076,10599,8874,7969,dong da
de la thanh,Kim Hoa,Ô Chợ Dừa,35840,19712,16128,14336,23296,12813,10483,9318,18246,10550,8885,7933,dong da
hao nam moi,Hào Nam,Cát Linh,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,dong da
ven ho ba mau,Từ đường Giải Phóng,Từ đường Giải Phóng,37950,20873,17078,15180,24668,13567,11100,9867,19549,11240,9327,8309,dong da
giai phong (di qua tau),Địa phận quận Đống Đa,Địa phận quận Đống Đa,37120,20416,16704,14848,24128,13270,10858,9651,18898,10927,9202,8216,dong da
giai phong (phia doi dien tau),Địa phận quận Đống Đa,Địa phận quận Đống Đa,54520,28350,22898,20172,35438,18428,14884,13112,27935,14726,11962,10251,dong da
giang vo,Nguyễn Thái Học,Cát Linh,53360,27747,22411,19743,34684,18036,14567,12833,27114,14378,11667,10106,dong da
giang vo,Cát Linh,Láng Hạ,85840,42062,33478,29186,55796,27340,21760,18971,39438,17952,14215,12160,dong da
hang chao,Địa phận quận Đống Đa,Địa phận quận Đống Đa,54050,28106,22701,19999,35133,18269,14756,12999,27694,14599,11859,10163,dong da
hao nam,Đầu đường,Cuối đường,49450,26209,21264,18791,32143,17036,13821,12214,25251,13766,11200,9775,dong da
ho dac di,Đầu đường,Cuối đường,39200,21168,17248,15288,25480,13759,11211,9937,19832,11344,9361,8329,dong da
ho giam,Đầu đường,Cuối đường,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,dong da
hoang cau,Đầu đường,Cuối đường,49450,26209,21264,18791,32143,17036,13821,12214,25251,13766,11200,9775,dong da
hoang ngoc phach,Đầu đường,Cuối đường,36960,20328,16632,14784,24024,13213,10811,9610,19039,10947,9083,8092,dong da
hoang tich tri,Đầu đường,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,dong da
huynh thuc khang,Đầu đường,Cuối đường,64960,33130,26634,23386,42224,21534,17312,15201,32044,16022,13009,10818,dong da
kham thien,Đầu đường,Cuối đường,62100,31671,25461,22356,40365,20586,16550,14531,30952,15477,12788,10508,dong da
khuong thuong,Đầu đường,Cuối đường,33640,18838,15474,13792,21866,12245,10058,8965,17254,10271,8627,7723,dong da
kim hoa,Đầu đường,Cuối đường,36800,20240,16560,14720,23920,13156,10764,9568,18735,10833,9123,8145,dong da
la thanh,Ô Chợ Dừa,Hết địa phận quận Đống Đa,49450,26209,21264,18791,32143,17036,13821,12214,25251,13766,11200,9775,dong da
lang,Đầu đường,Cuối đường,49450,26209,21264,18791,32143,17036,13821,12214,25251,13766,11200,9775,dong da
lang ha,Địa phận quận Đống Đa,Địa phận quận Đống Đa,91000,45500,36400,31850,59150,29575,23660,20703,44044,21162,17402,14555,dong da
le duan (di qua tau),Địa phận quận Đống Đa,Địa phận quận Đống Đa,43680,23587,19219,17035,28392,15332,12492,11073,22212,12454,10233,9122,dong da
le duan (khong co tau),Địa phận quận Đống Đa,Địa phận quận Đống Đa,89600,43456,34496,30016,58240,28246,22422,19510,40458,18206,14160,12137,dong da
luong dinh cua,Đầu đường,Cuối đường,46000,24380,19780,17480,29900,15847,12857,11362,23622,13115,10753,9530,dong da
ly van phuc,Đầu đường,Cuối đường,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,dong da
mai anh tuan,Địa phận quận Đống Đa,Địa phận quận Đống Đa,34800,19140,15660,13920,22620,12441,10179,9048,18076,10599,8874,7969,dong da
nam dong,Đầu đường,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,dong da
ngo hang bot,Đầu đường,Cuối đường,48300,25599,20769,18354,31395,16639,13500,11930,24436,13440,10996,9652,dong da
ngo sy lien,Đầu đường,Cuối đường,48160,25525,20709,18301,31304,16591,13461,11896,24592,13406,10908,9520,dong da
ngo tat to,Đầu đường,Cuối đường,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,dong da
ngo thong phong,Tôn Đức Thắng,Khách sạn Sao Mai,37950,20873,17078,15180,24668,13567,11100,9867,19549,11240,9327,8309,dong da
nguyen chi thanh,Địa phận quận Đống Đa,Địa phận quận Đống Đa,85800,42900,34320,30030,55770,27885,22308,19520,41527,19953,16408,13724,dong da
nguyen hong,Địa phận quận Đống Đa,Địa phận quận Đống Đa,43680,23587,19219,17035,28392,15332,12492,11073,22212,12454,10233,9122,dong da
nguyen khuyen,Đầu đường,Cuối đường,62640,31946,25682,22550,40716,20765,16694,14658,31221,15611,12899,10599,dong da
nguyen luong bang,Đầu đường,Cuối đường,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,dong da
nguyen ngoc doan,Đầu đường,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,dong da
nguyen nhu do,Đầu đường,Cuối đường,48300,25599,20769,18354,31395,16639,13500,11930,24436,13440,10996,9652,dong da
nguyen phuc lai,Đầu đường,Cuối đường,30160,16890,13874,12366,19604,10978,9018,8038,15611,9531,7969,7230,dong da
nguyen thai hoc,Địa phận quận Đống Đa,Địa phận quận Đống Đa,92800,45008,35728,31088,60320,29255,23223,20207,41903,18856,14666,12571,dong da
nguyen trai,Địa phận quận Đống Đa,Địa phận quận Đống Đa,48160,25525,20709,18301,31304,16591,13461,11896,24592,13406,10908,9520,dong da
o cho dua,Đầu đường,Cuối đường,64960,33130,26634,23386,42224,21534,17312,15201,32044,16022,13009,10818,dong da
pham ngoc thach,Đầu đường,Cuối đường,60320,30763,24731,21715,39208,19996,16075,14115,30400,15447,12653,10517,dong da
phan phu tien,Đầu đường,Cuối đường,46000,24380,19780,17480,29900,15847,12857,11362,23622,13115,10753,9530,dong da
phan van tri,Đầu đường,Cuối đường,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,dong da
phao dai lang,Đầu đường,Cuối đường,35840,19712,16128,14336,23296,12813,10483,9318,18246,10550,8885,7933,dong da
giac,Đầu đường,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,dong da
hao nam (thay the hao nam cu va hao nam moi),Hoàng Cầu,Vũ Thạnh,49450,26209,21264,18791,32143,17036,13821,12214,25251,13766,11200,9775,dong da
hao nam (thay the hao nam cu va hao nam moi),Vũ Thạnh,"Ngã năm Cát Linh, Giảng Võ, Giang Văn Minh",46000,24380,19780,17480,29900,15847,12857,11362,23622,13115,10753,9530,dong da
phuong mai,Đầu đường,Cuối đường,46000,24380,19780,17480,29900,15847,12857,11362,23622,13115,10753,9530,dong da
quoc tu giam,Đầu đường,Cuối đường,60480,30845,24797,21773,39312,20049,16118,14152,30145,15073,12454,10233,dong da
tam khuong,Đầu đường,Cuối đường,33640,18838,15474,13792,21866,12245,10058,8965,17254,10271,8627,7723,dong da
tay son,Nguyễn Lương Bằng,Ngã 3 Thái Hà-Chùa Bộc,64960,33130,26634,23386,42224,21534,17312,15201,32044,16022,13009,10818,dong da
tay son,Ngã 3 Thái Hà-Chùa Bộc,Ngã Tư Sở,53360,27747,22411,19743,34684,18036,14567,12833,27114,14378,11667,10106,dong da
thai ha,Tây Sơn,Láng Hạ,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,dong da
thai thinh,Đầu đường,Cuối đường,49450,26209,21264,18791,32143,17036,13821,12214,25251,13766,11200,9775,dong da
ton duc thang,Đầu đường,Cuối đường,76560,38280,30624,26796,49764,24882,19906,17417,36151,16720,13741,11380,dong da
ton that tung,Đầu đường,Cuối đường,41400,22356,18216,16146,26910,14531,11840,10495,21178,12055,9937,8838,dong da
tran huu tuoc,Đầu đường,Cuối đường,36960,20328,16632,14784,24024,13213,10811,9610,19039,10947,9083,8092,dong da
tran quang dieu,Đầu đường,Cuối đường,37950,20873,17078,15180,24668,13567,11100,9867,19549,11240,9327,8309,dong da
tran quy cap,Nguyễn Khuyến,Nguyễn Như Đổ,52900,27508,22218,19573,34385,17880,14442,12722,26880,14254,11567,10019,dong da
tran quy cap,Nguyễn Như Đổ,Cuối đường,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,dong da
trinh hoai duc,Đầu đường,Cuối đường,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,dong da
truc khe,Đầu đường,Cuối đường,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,dong da
trung liet,Đầu đường,Cuối đường,35840,19712,16128,14336,23296,12813,10483,9318,18246,10550,8885,7933,dong da
trung phung,Đầu đường,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,dong da
truong chinh,Ngã Tư Sở,Ngã 3 Tôn Thất Tùng,49450,26209,21264,18791,32143,17036,13821,12214,25251,13766,11200,9775,dong da
truong chinh,Ngã 3 Tôn Thất Tùng,Đại La,46000,24380,19780,17480,29900,15847,12857,11362,23622,13115,10753,9530,dong da
van mieu,Đầu đường,Cuối đường,62720,31987,25715,22579,40768,20792,16715,14676,30939,15469,12561,10445,dong da
vinh ho,Đầu đường,Cuối đường,36800,20240,16560,14720,23920,13156,10764,9568,18735,10833,9123,8145,dong da
vo van dung,Đầu đường,Cuối đường,37950,20873,17078,15180,24668,13567,11100,9867,19549,11240,9327,8309,dong da
vong,Địa phận quận Đống Đa,Địa phận quận Đống Đa,41400,22356,18216,16146,26910,14531,11840,10495,21178,12055,9937,8838,dong da
vu ngoc phan,Đầu đường,Cuối đường,43680,23587,19219,17035,28392,15332,12492,11073,22212,12454,10233,9122,dong da
vu thanh,Đầu đường,Cuối đường,46000,24380,19780,17480,29900,15847,12857,11362,23622,13115,10753,9530,dong da
xa dan,Đầu đường,Cuối đường,76560,38280,30624,26796,49764,24882,19906,17417,36151,16720,13741,11380,dong da
y mieu,Đầu đường,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,dong da
yen lang,Đầu đường,Cuối đường,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,dong da
yen the,Địa phận quận Đống Đa,Địa phận quận Đống Đa,41400,22356,18216,16146,26910,14531,11840,10495,21178,12055,9937,8838,dong da
cau giay,Địa phận quận cầu Giấy,Địa phận quận cầu Giấy,55680,28954,23386,20602,34522,17951,14499,12773,27935,14726,11962,10251,cau giay
chua ha,Đầu đường,Cuối đường,35840,19712,16128,14336,22221,12221,9999,8888,18246,10550,8885,7933,cau giay
dai lo thang long,Đoạn qua quận cầu Giấy,Đoạn qua quận cầu Giấy,39200,21168,17248,15288,24304,13124,10694,9479,19832,11344,9361,8329,cau giay
dang thuy tram,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,cau giay
dich vong,Đầu đường,Cuối đường,32480,18189,14941,13317,20138,11277,9263,8256,16659,9916,8329,7457,cau giay
dich vong hau,Đầu đường,Cuối đường,31050,17388,14283,12731,19251,10781,8855,7893,16291,9775,8227,7412,cau giay
do quang,Đầu đường,Cuối đường,33350,18676,15341,13674,20677,11579,9511,8478,17105,10182,8553,7657,cau giay
doan ke thien,Đầu đường,Cuối đường,32200,18032,14812,13202,19964,11180,9183,8185,16698,9979,8390,7535,cau giay
dinh nghe,Đầu đường,Cuối đường,37120,20416,16704,14848,23014,12658,10356,9206,18898,10927,9202,8216,cau giay
quang ham,Đầu đường,Cuối đường,29120,16307,13395,11939,18054,10110,8305,7480,15073,9202,7694,6981,cau giay
duy tan,Đầu đường,Cuối đường,37120,20416,16704,14848,23014,12658,10356,9206,18898,10927,9202,8216,cau giay
ho tung mau,Địa phận quận cầu Giấy,Địa phận quận cầu Giấy,39200,21168,17248,15288,24304,13124,10694,9479,19832,11344,9361,8329,cau giay
hoa bang,Đầu đường,Cuối đường,28000,15680,12880,11480,17360,9722,7990,7225,14279,8885,7457,6744,cau giay
hoang dao thuy,Địa phận quận cầu Giấy,Địa phận quận cầu Giấy,45240,24430,19906,17644,28049,15146,12341,10939,23005,12899,10599,9448,cau giay
hoang minh giam,Địa phận quận cầu Giấy,Địa phận quận cầu Giấy,33640,18838,15474,13792,20857,11680,9594,8551,17254,10271,8627,7723,cau giay
hoang ngan,Địa phận quận cầu Giấy,Địa phận quận cầu Giấy,28750,16100,13225,11788,17825,9982,8200,7308,14661,9123,7657,6924,cau giay
hoang quoc viet,Địa phận quận cầu Giấy,Địa phận quận cầu Giấy,45240,24430,19906,17644,28049,15146,12341,10939,23005,12899,10599,9448,cau giay
hoang sam,Đầu đường,Cuối đường,32200,18032,14812,13202,19964,11180,9183,8185,16698,9979,8390,7535,cau giay
khuat duy tien,Địa phận quận cầu Giấy,Địa phận quận cầu Giấy,45240,24430,19906,17644,28049,15146,12341,10939,23005,12899,10599,9448,cau giay
khuc thua du,Đầu đường,Cuối đường,36000,19440,15840,14040,22320,12053,9821,8705,18416,10483,8641,7685,cau giay
lac long quan,Địa phận quận Cầu Giấy,Địa phận quận Cầu Giấy,45240,22550,18374,16286,28049,13981,11392,10098,21363,12160,10024,8915,cau giay
le duc tho,Địa phận quận Cầu Giấy,Địa phận quận Cầu Giấy,37120,20416,16704,14848,23014,12658,10356,9206,18898,10927,9202,8216,cau giay
le van luong,Địa phận quận Cầu Giấy,Địa phận quận Cầu Giấy,53360,27747,22411,19743,33083,17203,13895,12241,27114,14378,11667,10106,cau giay
mac thai to,Đầu đường,Cuối đường,36800,20240,16560,14720,22816,12549,10267,9126,18735,10833,9123,8145,cau giay
mac thai tong,Đầu đường,Cuối đường,40250,21735,17710,15698,24955,13476,10980,9732,20363,11648,9612,8553,cau giay
mai dich,Đầu đường,Cuối đường,28000,15680,12880,11480,17360,9722,7990,7225,14279,8885,7457,6744,cau giay
nghia do,Đầu đường,Cuối đường,29120,16307,13395,11939,18054,10110,8305,7480,15073,9202,7694,6981,cau giay
nghia tan,Đầu đường,Cuối đường,29120,16307,13395,11939,18054,10110,8305,7480,15073,9202,7694,6981,cau giay
nguyen chanh,Đầu đường,Cuối đường,33640,18838,15474,13792,20857,11680,9594,8551,17254,10271,8627,7723,cau giay
nguyen dinh hoan,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,cau giay
nguyen kha trac,Đầu đường,Cuối đường,29900,16744,13754,12259,18538,10381,8527,7601,15477,9448,7901,7168,cau giay
